riddle_id,main_category,riddle_text,Answer,Difficulty
357,Chicken Riddles,How do chickens like to dance?,Chick to chick,Hard
358,Chicken Riddles,Under no circumstances compute the number of your barnyard fowl previous to their incubation. What is the proverb?,Do not count your chickens before they hatch.,Medium
359,Chicken Riddles,A Rooster laid an,It didn't. And since when do Roosters lay Eggs?,Medium
360,Chicken Riddles,"I have a house with no doors no windows, nothing. If I want to get out I break the wall. Who am I?",Chicken as if it wants to come out breaks the wall.,Medium
361,Chicken Riddles,"If a rooster lays an egg on the ridge of a roof, which side will the egg fall on?",Roosters don��t lay eggs. Hen��s do.,Easy
362,Chicken Riddles,"How did the chicken manage to pay for, 'A de Luxe' roost?",By Higher Perch-ase.,Medium
363,Chicken Riddles,Why was the,It was a little chicken!,Easy
364,Chicken Riddles,What does a chicken say instead of good?,EGGcelent,Hard
365,Chicken Riddles,"He's a boastful, puffed-up fellow, wearing spurs; eyes gleaming yellow. As he proudly struts about, he's in charge, there is no doubt. What is he?",He is a Rooster.,Easy
366,Chicken Riddles,"A fast-food restaurant sells chicken in orders of 6,9 and 20. What's the largest number of pieces of chicken you cannot order from the restaurant?",43 is the last number that doesn't fall into these categories.,Medium
367,Chicken Riddles,Why does a chicken coop have two doors?,"Because, if it had four it would be a sedan.",Easy
368,Chicken Riddles,Why did the woolly mammoth cross the road?,Because there were no chickens in the ice age!,Hard
369,Chicken Riddles,Why don't chickens play baseball?,Because they hit fowl balls.,Hard
370,Chicken Riddles,Why did the chicken cross the playground?,To get to the other slide!,Medium
371,Chicken Riddles,"What is the time-piece, That needs no winding?",A rooster.,Easy
372,Chicken Riddles,In what place did the rooster crow when all the world heard him?,In Noah's Ark.,Medium
373,Classroom Riddles,Why does the teacher wear sunglasses when she comes to the class?,Because the students are bright.,Easy
374,Classroom Riddles,When is homework not homework?,When it's done at school.,Hard
375,Classroom Riddles,"A teacher is yelling, she closes the door, the window, and a book. What did she forget to close?",Her mouth.,Hard
376,Classroom Riddles,What do mathematics teachers like to eat?,Pi.,Easy
377,Classroom Riddles,Why did the boy eat his homework?,Because the teacher said it was a piece of cake.,Medium
378,Classroom Riddles,What happened to the plant in the math classroom?,"It grew square roots, of course.",Medium
379,Classroom Riddles,What is the most useful instrument in a mathematics teacher's tool kit?,Multi-pilers!,Easy
380,Classroom Riddles,What do grape students do when they have a question?,Raisin their hand!,Easy
381,Classroom Riddles,What's the difference between a Teacher and a Train?,"The Teacher says ""Spit out your gum!"" And the train says ""Chew, Chew, Chew!""",Easy
382,Classroom Riddles,What are the science teacher's favorite states?,"Solid, Liquid, Gas. The states of all matter.",Hard
383,Classroom Riddles,1. Where do fish go on vacation? 2. Where do songbirds go on vacation? 3. Where do zombies go on vacation? 4. Where do Thanksgiving Birds go on vacation? 5. Where do geometry teachers go on vacation? 6. Where do locksmiths go on vacation?,1. Finland 2. The Canary Islands 3. The Dead Sea 4. Turkey 5. Cuba 6. The Florida Keys,Hard
384,Classroom Riddles,"A student was once given a simple task to accomplish. He was given 6 numbers: 1, 10, 20, 30, 40, and 80, and was told to sum them together to be equal to 100. At last, he was able to accomplish this task. How did he do it?","He read 10 and 80 backward to give him 01 and 08 respectively. So, 1 + 01 + 20 + 30 + 40 + 08 = 100.",Easy
385,Classroom Riddles,What word can be grammatically correct when used consecutively in the English language?,"Had: ""James while John had had had had had had had had had had had a better effect on the teacher"" is an English sentence used to demonstrate lexical ambiguity and the necessity of punctuation, which serves as a substitute for the intonation, stress, and pauses found in speech.""-Wikipedia. Cool, Huh?",Hard
386,Classroom Riddles,"In the olden days, the student of logic was given this problem: If half of 5 were 3, what would one-third of 10 be?",It would be 4.,Hard
387,Classroom Riddles,Why was the student's homework in his father's handwriting?,Because the student borrowed his pen.,Easy
388,Dark Riddles,"A man rode out of town on Sunday, he stayed a whole night at a hotel and rode back to town the next day on Sunday. How is this possible?",His Horse was called Sunday!,Hard
389,Dark Riddles,"It can't be seen, can't be felt, can't be heard, and can't be smelt. It lies behind stars and under hills, And empty holes it fills. It comes first and follows after, Ends life, and kills laughter. What is it?",The dark.,Hard
390,Dark Riddles,"I always follow you around, everywhere you go at night. I look very bright to people, but I can make the sun dark. I can be in many different forms and shapes. What am I?",The moon!,Medium
391,Dark Riddles,I run in and out of town all day and night. What am I?,A road.,Easy
392,Dark Riddles,"I was carried into a dark room, and set on fire. I wept, and then my head was cut off. What am I?",A Candle.,Medium
393,Dark Riddles,What did Sir Lancelot wear to bed?,A knight gown!,Easy
394,Dark Riddles,"I am the beginning of sorrow and the end of sickness. You cannot express happiness without me, yet I am in the midst of crosses. I am always in risk, yet never in danger. You may find me in the sun, but I am never out of darkness. What am I?",The letter S.,Medium
395,Dark Riddles,"A little pool with two layers of wall around it. One white and soft and the other dark and hard, amidst a light brown grassy lawn with an outline of green grass. What am I?",A Coconut.,Hard
396,Dark Riddles,How do you know that a vampire loves baseball?,Because he turns into a bat every night.,Medium
397,Dark Riddles,What falls down but never breaks?,Nightfall.,Hard
398,Dark Riddles,What boy wizard magically grew a beard each night?,Hairy Potter.,Medium
399,Dark Riddles,Why couldn't Goldilocks sleep?,Because of nightbears.,Easy
400,Dark Riddles,"When I point up it's bright, but when I point down it's dark. What am I?",A Light Switch.,Hard
401,Dark Riddles,"I'm like a doll, But I'm not for playing; I stand up straight, but if windy I may be laying; I'm well-known and famous for having no brain; I work outside both day and night in sunshine or in rain. What am I?",A Scarecrow.,Medium
402,Dark Riddles,"Lovely and round, I shine with pale light, grown in the darkness, A lady's delight. What am I?",A Pearl.,Easy
403,Dark Riddles,"They are dark and always on the run. Without the sun, there would be none. What are they?",Shadows.,Easy
404,Dark Riddles,Why does a dragon sleep all day?,So it can hunt knights!,Medium
405,Dark Riddles,"What falls but doesn't break, and what breaks but doesn't fall?",Night and Day.,Easy
406,Dark Riddles,"I follow you by day, by night I blend right in but no one sees me except when I'm in the light. What am I?",A shadow.,Easy
407,Dark Riddles,"Every night, I'm told what to do. And every morning, I do what you tell me to do. But you still get mad at me and hit me. What am I?",An alarm clock.,Hard
408,Dark Riddles,"I weaken all men for hours each day. I show you strange visions while you are away. I take you by night, by day take you back, None suffer to have me, but do from my lack. What am I?",Sleep.,Hard
409,Dark Riddles,"My first four letters describe all living things. My last five letters are another word for knight. My job is to save you, and I'm a fan of water. Who am I?",I��m a lifeguard,Easy
410,Dark Riddles,A man rides into town on Friday. He stays two nights. How does he leave on Tuesday?,His horse was called Friday.,Hard
411,Dark Riddles,Who always stalks you during the day but becomes too tired to stalk you at night?,Your own shadow!,Easy
412,Dark Riddles,"People have stepped on me, but not many. I never stay full for long. I have a dark side. What am I?",The moon.,Hard
413,Dark Riddles,What do ghosts like to do on a Saturday night?,BOOGIE.,Medium
414,Dark Riddles,"I can fly but have no wings. I can cry but I have no eyes. Wherever I go, darkness follows me. What am I?",Clouds.,Hard
415,Dark Riddles,"The marathon man timed himself and found out that if he wore a bright white outfit he ran 20 miles in 80 minutes, but when he wore a dark outfit, he ran 20 miles in one hour and twenty minutes. What does this mean for his next race?","Absolutely nothing, as 80 minutes equals an hour and twenty minutes.",Easy
416,Dark Riddles,"I sleep by day, I fly by night. I have no feathers to aid my flight. What am I?",I am a Bat.,Medium
417,Dark Riddles,What's light during the day but heavy during the night?,Eyelids.,Hard
418,Dark Riddles,"You can have me almost every night, sometimes I could be bad sometimes I can be nice or good, Whether you were a child or an adult I'll be there. What am I?","Dreams between (Sweet dreams, Nightmare).",Hard
419,Dark Riddles,"I have 16 legs then, I sleep for about a fortnight and a merge with 6 legs. What am I?",A Butterfly,Hard
420,Dark Riddles,I am not a person nor an animal. I was born from the death of something large and hot. I am capable of consuming anything and everything. I am very dark and exist in a place where there is no gravity. What am I?,A black hole.,Easy
421,Dark Riddles,"At night they come without being fetched, And by day they are lost without being stolen. What are they?",The stars.,Easy
422,Dark Riddles,"Duels of good and evil, A fighter of good am I, Revealed beside watched words, King of the black night sky. What am I?",The dark.,Easy
423,Dark Riddles,"When I am metal or wood, I bring you home. When I am flesh and blood, in the darkness I roam. What am I?",A bat.,Easy
424,Dark Riddles,"A nightmare for some. For others, a savior I come. My hand's cold and bleak. It's the warm hearts they seek. What am I?",Death.,Easy
425,Dark Riddles,"I grow in the dark and shine in the light; The paler I am, the more I am liked; My maker never gets paid, but never goes on strike. What am I?",A pearl.,Medium
426,Dark Riddles,"I have an eye in the middle of me, but as you see, I cannot see. I am dark and not far away. You don't see me every day. I am not night and I am not bright. I can have twists and water and scares. What am I?",A hurricane.,Medium
427,Dark Riddles,"I'm far away from you, but I still shine bright. I sleep by day, I wake up at night. I stay by the moon but never get close to it. What am I?",A star.,Easy
428,Dark Riddles,"I can't t hurt you, but I can leave you with scars. Nobody wants me, but everyone has me. But you are the only one who can see me. What am I?",Nightmares.,Medium
429,Dark Riddles,"You see me at night, by day you tell everyone about me. I come back looking different than before. I sometimes leave you in the darkness. What am I?",A dream.,Hard
430,Dark Riddles,"With three eyes and a black as night, I frequently knock down ten men with a single strike! What am I?",A Bowling ball.,Easy
431,Dark Riddles,"I'm grown from darkness but shine with a pale light. Very round I am, and always a lady's delight. What am I?",A Pearl.,Medium
432,Dark Riddles,"I take you by night, by day take you back. None suffer to have me but do from my lack. What am I?",Sleep,Medium
433,Dark Riddles,"Dead on the field lie ten soldiers in white, felled by three eyes, black as night. What happened?",A strike was thrown in 10-pin bowling.,Hard
434,Dark Riddles,"What loses its head in the morning, and gets it back at night?",A Pillow.,Hard
435,Dark Riddles,"The king of the jungle, rare as gold, black as night, in light not there and night not seen. Goes in water, goes on trees, goes in caves, goes on the ground. Claws of knives, teeth of swords, the roar of death but silent as a mouse. What is it?",A black panther (black jaguar),Medium
436,Dark Riddles,"I am nothing, I am everything. I am perfect dark, I am the brightest light. I am hungry, I am full. I am nowhere, I am everywhere. I am unseen, I am watched by millions. What am I?",The universe.,Easy
437,Dark Riddles,I'm blue at day and black at night; I do contain some creatures born and died. What am I?,Seawater.,Easy
438,Dark Riddles,"I'm the first thing you see in the morning and the last thing you see at night, I'm always there but you choose to ignore me, cross your eyes and you will see me. What am I?",Your nose.,Easy
439,Dark Riddles,"Dark with white markings, And smooth like a rock. Where learning occurs, I help convey thought. What am I?",Blackboard/chalkboard.,Hard
440,Dark Riddles,"I welcome the day with a show of light, I stealthily came here in the night. I bathe the earthy stuff at dawn, But by noon, alas! I'm gone. What am I?",The morning dew!,Medium
441,Dark Riddles,"What brightens your day when it's dark, although it's usually in the shade?",A lamp.,Medium
442,Dark Riddles,I'm as plain to see as black & white. I prefer to roam about at night. Just don't attack or startle me. Or odiferous emissions may result you see. I'm an omnivore yes it's true. But what's my name tell me do?,I am a skunk!,Easy
443,Dark Riddles,"You use me every day but let me rest at night. I have an identical twin beside me all the time. For some reason, you always cover me up. I am not alive but I have a soul. What am I?",Your Feet.,Easy
444,Dark Riddles,"I watch you sleep, I haunt you by day. You stare at me and saw nothing, but darkness. What am I?",Fear.,Medium
445,Dark Riddles,"Sometimes I am black, sometimes I am white sometimes you can see me at night. I have friends that are with me that are much smaller. Some of you have walked on me but not all. What am I?",The Moon.,Medium
446,Dark Riddles,I usually wear a yellow coat. I usually have a dark head. I make marks wherever I go. What am I?,A pencil.,Hard
447,Dark Riddles,"My first is in ocean but never in sea, my second's in wasp but never in bee. My third is in glider and also in flight, my whole is a creature that comes out at night. What am I?",An Owl.,Hard
448,Dark Riddles,"I come out at night, I am neither human nor animal, I rarely eat I only drink, I can only be found at night, I will glow in the sunlight. What am I?",A vampire.,Easy
449,Dark Riddles,Imagine you are in a dark room. How do you get out?,Stop imagining.,Hard
450,Dark Riddles,Allan survived 12 days without sleep. How is this possible?,He sleeps during the night.,Medium
451,Dark Riddles,"The man had not slept in days, yet he was well-rested. How could this be?",He only sleeps at night (he had not slept in DAYS),Easy
452,Dark Riddles,"I am life, yet not real. When we first meet, things are dark. When we leave each other, you are in the light. I meet many people with and after you. What am I?",A movie.,Easy
453,Dark Riddles,"I have billions of eyes, yet I live in darkness. I have millions of ears, yet only four lobes. I have no muscle, yet I rule two hemispheres. What am I?",The human brain.,Easy
454,Dark Riddles,In a tunnel of darkness lies a beast of iron. It can only attack when pulled back. What is it?,A bullet.,Medium
455,Dark Riddles,"The ghost of the mountain never to be seen, leaps like a raging fire to catch his prey. As pale as the moon but fast as the wind. Cold as ice, but a flash of light in the night. What is it?",A snow leopard.,Hard
456,Dark Riddles,"My body has a dozen heads or more, My tails don't wag when you walk in the door. Count the ways you can hold me tight, Or use me for a special night! What Am I?",A piggy bank.,Hard
457,Dark Riddles,"From dawn to dusk I soar through the sky, A thunderous voice, but silent I fly. Through the darkest depths, I will not die, Yet I can not be seen by the naked eye. What am I?",Radio waves.,Medium
458,Dark Riddles,"A group of men is suddenly awakened by a loud, piercing, continuous sound. They all scramble out of their beds, get dressed, grab a pole, and disappear into a hole. What in the world are these men doing?","The men are firemen who were on night-shift duty at their firehouse. When they heard the fire alarm, they got dressed, slid down the fire pole, and got in the fire truck.",Medium
459,Dark Riddles,What falls but never breaks? What breaks but never falls?,Night and Day!,Hard
460,Dark Riddles,"A light aloft alone in shadow, I light the way for paths you follow. What am I?","""Lampost"" - Reasoning: Often, a street lampost will be a source of light above paths that are often traveled at night, hence it is the reference to this lonely light guiding you on paths through the darkness.",Easy
461,Dark Riddles,"I scream out in the dark, I bring light to you, my flame whispers in the darkness. What am I?",A candle.,Easy
462,Dark Riddles,"Nick timed himself and found out that if he wore a bright white outfit he ran 20 miles in 80 minutes, but when he wore a dark outfit, he ran 20 miles in one hour and twenty minutes. What does this mean for his next race?","Nothing, as 80 minutes equals an hour and twenty minutes.",Easy
463,Dark Riddles,"In the light, I may reflect. In the dark, I'm cold and wet. What am I?",Water.,Medium
464,Dark Riddles,"From house to house he goes, A messenger small and slight. And whether it rains or snows, He sleeps outside at night. What am I?",A Street or Road.,Hard
465,Dark Riddles,"Where once there were many, now there are none. Time has done ticking; the hours are done. For now, is an end, but also beginning, For darkest is now, but soon shall be thinning. What is it?","""Midnight"" - Reasoning: The riddle is all about following something through to the end - a day. Once the day reaches its end, at midnight, when all the hours of the day are gone, right down to the last second, the clock resets. Thus, it marks both the end of a day and the beginning of a new one.",Medium
466,Dark Riddles,"Stealthy as a shadow in the dead of night, Cunning but affectionate if given a bite. Never owned but often loved. In my",A cat.,Hard
467,Dark Riddles,"Which is the creature that has one voice, but has four feet in the morning, two feet in the afternoon, and three feet at night?","Man crawls on all fours as a baby, walks on two as an adult, and needs a walking cane when old.",Hard
468,Dark Riddles,"A glow in the dark, A place without life, Where a small spark, Means the greatest strife. Where am I?",Space.,Hard
469,Dark Riddles,"One knight, a pregnant lady, and a doctor walk into a hospital, the next morning three people walk out, who was the third person?",The knight.,Medium
470,Dark Riddles,"Spelled forwards is a type of rodent that you might find in drains, spelled backward is something that you cannot touch but see it every day at night. What is this word?","Rats, star.",Hard
471,Dark Riddles,"My first is a part of the day, My last a conductor of light, My whole to take the measure of time, Is useful by day and by night. What am I?",An Hour-glass.,Easy
472,Dark Riddles,"There lived a man in a house and every time he went to bed he turned on the light. One night, the man forgot to turn on the light. The next day he read the paper and killed himself. Why?",The man lived in a lighthouse. He forgot to turn on the light and a ship crashed. The next morning he read in the paper that the ship crashed and killed himself because he felt guilty.,Medium
473,Dark Riddles,"Which would see most clearly in total darkness? A bat, a tiger, or an owl.","None. In total darkness, it is impossible to see anything.",Medium
474,Dark Riddles,"The more it is made, the more it is destroyed. The case can't be cracked, yet you won't be able to avoid it. It can be used for play or just a simple stay. Small, medium, or large, used in both light and in dark. What is it?",A Bed.,Easy
475,Dark Riddles,"I'm in Kentucky, with 2 bowls of chili. I stay there for 3 nights. I take a train to Georgia and back peddle to Kansas. Where am I?","Do not know the answer, help! Driving me crazy, and it's a short trip.",Easy
476,Dark Riddles,My legs are knives. I am a knight. I can reclaim what I lose in a fight. What am I?,A crab.,Hard
477,Dark Riddles,"What happens only in the middle of each month, in all of the seasons, except summer, and happens only in the night, never in the day?",The letter 'N.',Medium
478,Dark Riddles,Here's a riddle for those who fiddle. Our clan is safe within the middle. So those for dark go to little. As you'll see a dragon's crittle. The Irish can help a diddle. But can you see the misinformed biddle?,This riddle is unanswered.,Medium
479,Dark Riddles,"I am, in truth, a yellow fork From tables in the sky By inadvertent fingers dropped The awful cutlery. Of mansions never quite disclosed And never quite concealed The apparatus of the dark To ignorance revealed. What am I?",I am lightning.,Hard
480,Dark Riddles,"Empty as space, Scary as a ghost, I appear every night What am I?",Darkness.,Medium
481,Dark Riddles,"A color is seen on a stoplight, an item you use to eliminate the darkness. What comic book character is it?",Green Lantern.,Hard
482,Dark Riddles,"How long would it take a fly, wearing a pair of wellingtons, walk through a tin of treacle?","A fortnight, it��s too weak.",Hard
483,Dark Riddles,"I could sell tickets day and night, I am always awake I never get a break. What am I?",I don��t know.,Easy
484,Dark Riddles,"Slam slam slam all day long slam slam slam some fast, some slow something solid. flat and sturdy its friend lights up the night and is sensitive to the eye slam slam slam A through Z 1,2,3 black as night. What am I?",A Computer keyboard.,Easy
485,Dark Riddles,What can only move by jumping?,The Knight chess piece.,Hard
486,Dark Riddles,I am round or oval? It can be light or dark. You can cut me into pieces. What am I?,A Potato.,Medium
487,Dark Riddles,"No legs or two legs, four legs or more, the color of green, on Terra it stays. Teeming with chemicals of darkness and light, needing only a wind, a breath to lift the kite. What is it?",Life.,Hard
488,Dark Riddles,Where do zombies go for a night out?,Club Dead.,Hard
489,Dark Riddles,"A room with no windows or doors, walks in the night, grows in a day, and is found where there is death and decay. What is it?",Mushrooms.,Hard
490,Dark Riddles,What is it that is full all day and empty at night?,Shoes.,Hard
491,Dark Riddles,What animal has more lives than a cat?,"A frog, he croaks every night!",Easy
492,Dark Riddles,"I have four legs but no tail. Usually, I am heard only at night. What am I?",A Frog.,Easy
493,Dark Riddles,Where do dead outlaws go on a Saturday night?,To ghost towns.,Hard
494,Dark Riddles,What famous nurse wore her pajamas all day long?,Florence Nightingown.,Medium
495,Dark Riddles,What is dressed when night falls and undressed when day breaks?,Fire.,Hard
496,Dark Riddles,What is significant about 3661 seconds past midnight on 1st January 2001?,The time and date will be 01:01:01 on 01/01/01.,Hard
497,Dark Riddles,"You can get fooled by me and you have no clue what you are doing, you can see them day and night. What am I?",A sign.,Medium
498,Dark Riddles,"Runs over fields and woods all day Under the bed at night sits not alone, With long tongue hanging out, Awaiting for a bone. What am I?",A shoe.,Medium
499,Dark Riddles,What is 1 animal that can see at night but be blinded at day?,A bat and 1=a.,Hard
500,Dark Riddles,What wears an eyepatch and robs ships at night?,A vampirate.,Easy
501,Dark Riddles,It takes the town hall clock 6 seconds to strike 4 o'clock in the afternoon. How long does it take to strike midnight?,22 Seconds.,Easy
502,Dark Riddles,How many times does the long hand of the clock pass the shorthand between midnight one day and midnight the following day? As both hands are together at the starting time of midnight this does not count as a pass.,21,Easy
503,Dark Riddles,A person gets up 180 times every night and sleeps for at least 7 hours at a time. Where does the person live?,At the North or South Pole.,Medium
504,Dark Riddles,"Who spends the day at the window, goes to the table for meals, and hides at night?",A fly.,Medium
505,Dark Riddles,"A woman is walking down a street at night at a constant pace. As she passes the street light, she notices that her shadow becomes longer. Does the top of her shadow move faster, slower, or the same when the shadow is longer as when it is shorter?","This point maintains a constant speed, independent of the length of the shadow.",Medium
506,Dentist Riddles,"What's at least 6 inches long, goes in your mouth, and is more fun if it vibrates?",A toothbrush.,Medium
507,Dentist Riddles,"I'm white, and used for cutting and grinding. When I'm damaged, humans usually remove me or fill me. For most animals, I am a useful tool. What am I?",A tooth!,Medium
508,Dentist Riddles,Why did the king go to the dentist?,To get a new crown.,Easy
509,Dentist Riddles,What would you do if you broke a tooth while flossing?,Use toothpaste.,Medium
510,Dentist Riddles,Why are Tooth Fairies so smart?,They gather a lot of wisdom teeth.,Easy
511,Dentist Riddles,What do you call dental X-rays?,Tooth-Pics.,Easy
512,Dentist Riddles,How do you clean a dirty tuba?,With a tuba toothpaste!,Medium
513,Dentist Riddles,Who is a painstaking man?,The dentist.,Easy
514,Dentist Riddles,When should you charge your electric toothbrush?,When you can't pay cash.,Medium
515,Dentist Riddles,Blend a teapot shot so the pearlies whites won't rot! What is it?,Toothpaste!,Easy
516,Dog Riddles,"If there are four sheep, two dogs, and one herds-men, how many feet are there?",Two. Sheep have hooves; dogs have paws; only people have feet.,Medium
517,Dog Riddles,"All of Mrs. Smith's pets are dogs except one, and all her pets are cats except one. How many cats and dogs does she have?",Mrs. Smith has one cat and one dog.,Hard
518,Dog Riddles,How can you tell the difference between dogs and trees?,By their bark.,Hard
519,Dog Riddles,What animal keeps the best time?,A Watchdog.,Hard
520,Dog Riddles,"To you, rude would I never be, Though I flag my tongue for all to see. What am I?",A dog!,Hard
521,Dog Riddles,"If a dog is tied to a piece of rope that is 6m long, how can he reach a bone that is 7m away?",The other end is not tied to anything.,Hard
522,Dog Riddles,Stranger: Does your dog bite? Farmer: Nope. All of a sudden the dog bites the stranger on the leg. Yet the farmer was telling the truth! How can this be?,It was not the farmer's dog!,Hard
523,Dog Riddles,"There are 10 dogs in a yard. 3 go out, 4 run behind a tree, and 2 jump in the hole. How many are left?",10. Because none of them left the yard.,Easy
524,Dog Riddles,What happens after it rains cats and dogs?,You step in a poodle.,Hard
525,Dog Riddles,What type of dogs do scientists have?,Laboratory retrievers.,Medium
526,Dog Riddles,"Two dogs are sitting on a porch - a fat dog and a thin dog. The little dog is the son of the fat dog, but the fat dog is not the father of the thin dog. Can you explain?",The fat dog is the mother.,Easy
527,Dog Riddles,"A man is on one side of a river, his dog on the other. The man calls his dog, who immediately crossed the river without getting wet and without using a bridge or a boat. How did the dog do it?",The river was frozen.,Medium
528,Dog Riddles,What do you get when you cross a dog and a clock?,Lots and lots of tics!,Hard
529,Dog Riddles,What is the smallest sentence with all letters in the English alphabet?,The quick brown fox jumps over the lazy dog.,Hard
530,Dog Riddles,What type of dog does a vampire have?,A Bloodhound!,Hard
531,Dog Riddles,"Walk on the living, they don't even mumble. Walk on the dead, they mutter and grumble. What are they?",Fallen leaves.,Medium
532,Dog Riddles,When is the worst weather for rats and mice?,When it rains cats and dogs.,Medium
533,Dog Riddles,What kind of dog does Dracula have?,A blood-hound.,Medium
534,Dog Riddles,What is a dog's name with one letter and one number?,K9 (canine).,Medium
535,Dog Riddles,"A guy bet his neighbor 50 bucks that his dog could jump higher than a house. Thinking this was not possible, the neighbor took the bet and lost. Why did he lose the bet?",a house cannot jump!,Easy
536,Dog Riddles,How does a dog stop the VCR?,He uses the PAWS button.,Easy
537,Dog Riddles,What wears a coat all year round?,A dog.,Medium
538,Dog Riddles,You're never too old to learn. What is the contradictory proverb?,You can't teach an old dog new tricks.,Medium
539,Dog Riddles,How far can a dog run into the woods?,"Halfway, any farther and he would be running out of the woods.",Easy
540,Dog Riddles,What is more amazing than a talking dog?,A spelling bee,Easy
541,Dog Riddles,What animal keeps the best time?,A Watchdog,Medium
542,Dog Riddles,Where should you put a noisy dog?,In a barking lot!,Easy
543,Dog Riddles,Why don't dogs make good dancers?,Because they have two left feet.,Easy
544,Dog Riddles,What happens to the dog when it stands in front of the hot sun?,It becomes a hotdog.,Medium
545,Dog Riddles,How do veterinarians swim laps?,They dog paddle.,Medium
546,Dog Riddles,"What do these three things have in common: Diamonds, Dogs, and Double plays?","They're all best friends. A diamond is a girl's best friend, a dog is a man's best friend, and a double play is a pitcher's best friend.",Hard
547,Dog Riddles,How can you say - "Robert and Richard Purchased A Rottweiler" without using any Rs?,Bob and Dick bought a dog.,Easy
548,Dog Riddles,"Four hang, four sprang, two-point the way, two to ward off dogs, one dangles after, always rather dirty. What am I?",A cow.,Hard
549,Dog Riddles,When is a dog's tail not a tail?,When it's a wagon.,Easy
550,Dog Riddles,Why did the skeleton climb up the tree?,Because the dog was after his bones.,Easy
551,Dog Riddles,A dog leash is attached to a dog and is 3.2 meters long. A bone is 7.8 meters away from the dog. How does the dog get the bone?,It simply walks to the bone!,Hard
552,Dog Riddles,What does a dog become when it walks from Britain to Spain?,Perro.,Medium
553,Dog Riddles,How do you put nine dogs in eight kennels?,"Eight kennels. ""N"", ""I"", ""N"", ""E"", ""D"", ""O"", ""G"", ""S""",Hard
554,Dog Riddles,I'm like a dog with the tail that wags and all but am not a dog. What am I?,I am a puppy.,Hard
555,Dog Riddles,"Forward I am an animal, but backward I am one who no man can ever see. What am I?",I am a dog.,Hard
556,Dog Riddles,What would you name your dogs Rolex and Timex?,If you needed some watchdogs!,Hard
557,Dog Riddles,Why was the dog kicked out of the flea circus?,Because he stole the show!,Hard
558,Dog Riddles,Which has more tails? A. 1 Dog B. 2 Dogs C. 3 Dogs D. No Dog,D. No Dog NO dog has more tails!,Medium
559,Dog Riddles,Name three things that? 1. Are red 2. Can swim 3. Give off heat,"Answers may vary. 1. Apples, Roses, Stop Signs 2. Fish, Dogs, Snakes 3. Sun, Fire, Your body",Easy
560,Dog Riddles,"A dog had three puppies, named Mopsy, Topsy, and Spot. What was the mother's name?",What,Hard
561,Dog Riddles,Why is it that Snoop Dogg needs an umbrella?,Because of the drizzle.,Easy
562,Duck Riddles,There are 2 ducks in front of 2 other ducks. There are 2 ducks behind 2 other ducks. There are 2 ducks beside 2 other ducks. How many ducks are there?,"Just four, in a square formation.",Easy
563,Duck Riddles,What happened when the rubber duckie fell into the bathtub?,It quacked up.,Easy
564,Duck Riddles,What do you call a crate of ducks?,A box of quackers!,Hard
565,Duck Riddles,Arnold Schwarzenegger's is really long. Michael J. Fox's is short. Daffy Duck isn't human. Madonna doesn't have one. What am I?,The last name.,Easy
566,Duck Riddles,"A mouse, a squirrel, a duck, a chicken, and an elephant are sitting on the side of the road. Someone offers them a lift, but one prefers to stay. Who preferred to stay?","The Elephant Stayed. If you didn't know, elephants are scared of mice.",Medium
567,Duck Riddles,"A duck arrives near a lake. He sees a sign where it is written ""No swimming allowed."", but the duck jumps into the water. Why?",Because ducks can't read.,Easy
568,Duck Riddles,Why did Mama Duck scold her goslings?,For eating quackers in bed.,Medium
569,Duck Riddles,What time does a duck get up?,At the quack of dawn.,Medium
570,Duck Riddles,Why did the duck get fired from his Easter job?,He kept quacking the eggs.,Medium
571,Duck Riddles,"Twenty-seven ducks are going to the pond. Five of them got lost, thirteen of them are staying home, nine of them are at the pond. Where are the rest of them?",There aren't any anywhere else.,Hard
572,Duck Riddles,What does the cow say when he agrees with the duck?,The feeling is moo-tual.,Hard
573,Duck Riddles,"What animal would you get crossed a duck, a beaver, and an otter?",A platypus.,Medium
574,Duck Riddles,What do you get when you cross Santa Claus and a duck?,A Christmas quacker.,Easy
575,Fire Riddles,"I am not alive, but I grow; I don't have lungs, but I need air; I don't have a mouth, but water kills me. What am I?",Fire.,Hard
576,Fire Riddles,"I was carried into a dark room, and set on fire. I wept, and then my head was cut off. What am I?",A Candle.,Hard
577,Fire Riddles,"If a fire hydrant has H2O inside, what does it have on the outside?",K9P (you'll get it eventually).,Medium
578,Fire Riddles,"No legs have I to dance, No lungs have I to breathe, No life have I to live or die And yet I do all three. What am I?",Fire.,Hard
579,Fire Riddles,If I eat I live yet if I drink I die. What am I ?,Fire.,Medium
580,Fire Riddles,What lives as long as it eats but dies when it drinks?,Fire.,Medium
581,Fire Riddles,"There are three doors. In each door is a way to die. The first door has fire and lava. The second door has lions that haven't eaten in 5 years. In the third door, there is a 1,000-foot drop into alligators. Which door will you likely survive?",The second door with the lions. Since they haven't eaten in 5 years they will have died.,Medium
582,Fire Riddles,"If there is a Yellow house on Bluebird Lane, a Green house on Orange Street, a Pink house on Kitten Road, a Black house on Whitehorse Pike and a Purple house on Firebird hill, where is the White house?","Washington, D.C.",Medium
583,Fire Riddles,"If you feed me, I live, but if you water me, I die. What am I?",A Fire,Hard
