riddle_id,ques&ans
292,Category: Black Riddles</br>Question: Why do black sheep eat less than white sheep?</br>Answer: Because there are fewer black</br>Difficulty: Medium
293,Category: Black Riddles</br>Question: The land was white the seed was black It'll take a good scholar to riddle me that. What am I?</br>Answer: An eye or an eyeball</br>Difficulty: Easy
294,"Category: Black Riddles</br>Question: Black I am and much admired, men seek me until they're tired. When they find me, they break my head and take from me my resting bed. What am I?</br>Answer: Coal</br>Difficulty: Easy"
295,Category: Boat Riddles</br>Question: Where do you take a sick boat?</br>Answer: To the dock!</br>Difficulty: Easy
296,"Category: Boat Riddles</br>Question: You can feel me but, I can't feel you. I can uproot trees and tear roofs off their houses. Yet, I can make a Baby sleep and be gentle. I can howl and whisper. I can spread and stop fires. I can toss boats and help them glide too. What am I?</br>Answer: I am the wind.</br>Difficulty: Hard"
297,"Category: Boat Riddles</br>Question: A man is on one side of a river, his dog on the other. The man calls his dog, who immediately crossed the river without getting wet and without using a bridge or a boat. How did the dog do it?</br>Answer: The river was frozen.</br>Difficulty: Medium"
298,Category: Boat Riddles</br>Question: You walk onto a bridge you see a boat full of people but there is not a single person on it. How is that possible?</br>Answer: There all married.</br>Difficulty: Easy
299,"Category: Boat Riddles</br>Question: Pete and Repeat were on a boat. Pete fell out, who was left on the boat?</br>Answer: Repeat! Pete and Repeat were on a boat. Pete fell out, who was left on the boat? Repeat! Pete and Repeat were on a boat. Pete fell out, who was left on the boat? Repeat! Pete and Repeat were on a boat. Pete fell out, who was left on the boat? Repeat! Pete and Repeat were on a boat. Pete fell out, who was left on the boat? Repeat! Ex</br>Difficulty: Easy"
300,"Category: Boat Riddles</br>Question: Two men had to go to the other side of the river, there is one boat, but only one person fits on it. Luckily they both got to the other side of the river. How?</br>Answer: They were on opposite sides of the river.</br>Difficulty: Hard"
301,Category: Boat Riddles</br>Question: What is a vampire's favorite boat to travel on?</br>Answer: A blood vessel.</br>Difficulty: Easy
302,"Category: Boat Riddles</br>Question: What house has a post on top, A roof at the bottom, While the rain comes from below?</br>Answer: A boat.</br>Difficulty: Easy"
303,Category: Boat Riddles</br>Question: What type of boat has authority?</br>Answer: Ownership!</br>Difficulty: Medium
304,"Category: Boat Riddles</br>Question: I dance in the wind and I bow to a storm. I grow best in temperatures that are warm. By the riverbeds, I like to grow, where the people in boats like to row. What am I?</br>Answer: A river reed. Didn't guess it did you?</br>Difficulty: Hard"
305,"Category: Boat Riddles</br>Question: I'm done to boats, to cargo, to loads; When indoors I'm, in a way, a narrow road. What am I?</br>Answer: Haul?/ Hall</br>Difficulty: Hard"
306,Category: Boat Riddles</br>Question: Two people are standing on the bank of a river looking forward to crossing to the other side. There is one boat with a capacity for one person. The two people managed to cross the river safely. How did they do it?</br>Answer: The two were on opposite sides of the river.</br>Difficulty: Easy
307,Category: Boat Riddles</br>Question: When is a boat like a knife?</br>Answer: When it is a cutter.</br>Difficulty: Hard
308,"Category: Boat Riddles</br>Question: A pro fisherman decided to become a pro golfer. In order to buy his clubs, he had to sell his boat. How did he list it?</br>Answer: Fore Sail!</br>Difficulty: Medium"
309,Category: Boat Riddles</br>Question: Why is a ferry boat like a good rule?</br>Answer: Because it works both ways.</br>Difficulty: Hard
310,"Category: Boat Riddles</br>Question: Four men were in a boat on the lake. The boat turns over, and all four men sink to the bottom of the lake, yet not a single man got wet! Why?</br>Answer: Because they were all married and not single.</br>Difficulty: Medium"
311,"Category: Boat Riddles</br>Question: Peter celebrated his birthday on one day, and two days later his older twin brother, Paul, celebrated his birthday. How could this be?</br>Answer: When the mother of the twins went into labor, she was traveling by boat. The older twin, Paul, was born first, barely on March 1st. The boat then crossed a time zone, and the younger twin was born on February the 28th. In a leap year, the younger twin celebrates his birthday two days before his older brother.</br>Difficulty: Easy"
312,Category: Boat Riddles</br>Question: A girl went over to the U.S. on the 4th of July and partied for 3 days and came back on the 4th of July. How did she do that?</br>Answer: She went over on the date of the 4th of July and came home on the boat called the 4th of July.</br>Difficulty: Easy
313,"Category: Brother Riddles</br>Question: Mr. and Mrs. Mustard have six daughters and each daughter has one brother. How many people are in the Mustard family?</br>Answer: There are nine Mustards in the family. Since each daughter shares the same brother, there are six girls, one boy, and Mr. and Mrs. Mustard.</br>Difficulty: Easy"
314,"Category: Brother Riddles</br>Question: I have a heart that never beats, I have a home but I never sleep. I can take a man's house and build another, And I love to play games with my many brothers. I am a king among fools. Who am I?</br>Answer: The King of Hearts in a deck of cards.</br>Difficulty: Easy"
315,"Category: Brother Riddles</br>Question: There is a brother and a sister. The boy wants to visit his father in jail, and the sister wants to visit her mother in the hospital. But they both are not allowed in jail or hospital. All they have is a gun. What do they do?</br>Answer: The boy shoots the girl, and then the boy goes to jail for attempted murder and the girl goes to the hospital due to her injuries.</br>Difficulty: Hard"
316,Category: Brother Riddles</br>Question: A mother has 6 girls and each of them has a brother. How many children are there?</br>Answer: 7. Each girl has the same brother.</br>Difficulty: Hard
317,"Category: Brother Riddles</br>Question: A beggar's brother died, but the man who died had no brother. How could that be?</br>Answer: The beggar was his sister!</br>Difficulty: Medium"
318,"Category: Brother Riddles</br>Question: The 22nd and 24th presidents of the United States of America had the same parents, but were not brothers. How can this be possible?</br>Answer: They were the same man. Grover Cleveland served two terms as president of the United States, but the terms were not consecutive.</br>Difficulty: Hard"
319,"Category: Brother Riddles</br>Question: You give someone a dollar. You are this person's brother, but the person is not your brother. How can that be?</br>Answer: It's your sister!</br>Difficulty: Hard"
320,"Category: Brother Riddles</br>Question: Peter is 4 and his little brother is 2, half his age. How older will Peter's little brother be when he is 100?</br>Answer: 98 because there's only a 2-year difference.</br>Difficulty: Medium"
321,"Category: Brother Riddles</br>Question: You must keep this thing, its loss will affect your brothers. For once yours is lost, it will soon be lost by others. What is it?</br>Answer: Your Temper.</br>Difficulty: Easy"
322,Category: Brother Riddles</br>Question: There are 8 brothers. Brother 1 is playing checkers. Brother 2 is eating. Brother 3 is watching video games. Brother 4 is dancing. Brother 5 is texting. Brother 6 is at school. Brother 7 is sleeping. What is Brother 8 doing?</br>Answer: Brother 8 is playing checkers with Brother 1 because checkers includes two people to play.</br>Difficulty: Medium
323,"Category: Brother Riddles</br>Question: I am very powerful, And my brother is patient. I am of infinite value, And I wait for no one. What am I?</br>Answer: Time.</br>Difficulty: Hard"
324,"Category: Brother Riddles</br>Question: You are my brother, but I am not your brother. Who am I?</br>Answer: I am your sister.</br>Difficulty: Medium"
325,"Category: Brother Riddles</br>Question: Three doctors say Robert is their brother. However, Robert says he has no brother. Who's lying?</br>Answer: No one. The doctors are all girls.</br>Difficulty: Medium"
326,Category: Brother Riddles</br>Question: Lobi's brother is MobiLodi's brother is ModiLofi's brother is MofiLoki's brother is ____HINT: It's a four-letter word</br>Answer: Thor.</br>Difficulty: Hard
327,"Category: Brother Riddles</br>Question: We are three brothers, running behind each other. Always running around our mother: one after the other, yet no matter how fast we run, we never touch each other. What are we?</br>Answer: Fan blades.</br>Difficulty: Easy"
328,Category: Brother Riddles</br>Question: What is the name of Frosty's brother that really likes sweets?</br>Answer: Frosting the Snowman!</br>Difficulty: Easy
329,"Category: Brother Riddles</br>Question: If May's daughter's daughter is my granddaughter's mother's mother's brother's sister, then what am I to May? (May only has one sibling)</br>Answer: I am May.</br>Difficulty: Medium"
330,"Category: Brother Riddles</br>Question: One side hopes you have a great day. The other wishes you'd just go away. One side wants to be its best self. The other just wants back up on the shelf. One side always needs the other, and yet you may require a brother. What is it?</br>Answer: A battery. One side is positive and the other is negative. Most devices need at least a pair of batteries.</br>Difficulty: Easy"
331,"Category: Brother Riddles</br>Question: They grab me, carry me, roast me on an open flame, grind me to pieces, blast what's left apart with boiling water, then finally, consume me. This happens to me and my billions of brothers daily. What am I?</br>Answer: I am (or rather, I become) Coffee! (Coffee bean is also acceptable)</br>Difficulty: Easy"
332,Category: Brother Riddles</br>Question: If Peter has 2 brothers and Peter's father has three cupcakes and gives two to Peter's brothers who gets the last cupcake?</br>Answer: Peter.</br>Difficulty: Hard
333,"Category: Brother Riddles</br>Question: As far as I run, I never meet my brother on my right. What am I?</br>Answer: A wheel.</br>Difficulty: Hard"
334,"Category: Brother Riddles</br>Question: Brothers and sisters have I none, But that man's father is my father's son. Who is ""that man""?</br>Answer: The son of the speaker.</br>Difficulty: Easy"
335,"Category: Brother Riddles</br>Question: A boy has as many sisters as brothers, but each sister has only half as many sisters as brothers. How many brothers and sisters are there in the family?</br>Answer: Four brothers and three sisters.</br>Difficulty: Hard"
336,"Category: Brother Riddles</br>Question: A girl is twice as old as her brother and half as old as her father. In 50 years, her brother will be half as old as his father. How old is the daughter now?</br>Answer: 50 years old.</br>Difficulty: Medium"
337,Category: Brother Riddles</br>Question: There is a certain family with both girl and boy children. Each of the boys has the same number of brothers as he has sisters. Each of the girls has twice as many brothers as she has sisters. How many boys and girls are there in this family?</br>Answer: Four boys and three girls.</br>Difficulty: Medium
338,"Category: Brother Riddles</br>Question: A man while looking at a photograph said, ""Brothers and sisters have I none. That man's father is my father's son."" Who was the person in the photograph?</br>Answer: That man's son.</br>Difficulty: Hard"
339,"Category: Brother Riddles</br>Question: Who are the two brothers who live on opposite sides of the road yet never see each other?</br>Answer: A person's eyes, the nose is the road.</br>Difficulty: Hard"
340,"Category: Brother Riddles</br>Question: Peter celebrated his birthday one day, and two days later his older twin brother, Paul, celebrated his birthday. How could this be?</br>Answer: When the mother of the twins went into labor, she was traveling by boat. The older twin, Paul, was born first, barely on March 1st. The boat then crossed a time zone, and the younger twin was born on February 28th. In a leap year, the younger twin celebrates his birthday two days before his older brother.</br>Difficulty: Hard"
341,"Category: Chicken Riddles</br>Question: There are 30 cows in a field, and 28 chickens. How many didn't?</br>Answer: 10. Listen closely: 30 cows, and twenty-eight chickens. Say EIGHT and ATE. They sound the same. Therefore, it means 20 ATE chickens. 30-20=10, so 10 cows didn't eat any chickens.</br>Difficulty: Easy"
342,"Category: Chicken Riddles</br>Question: If a rooster laid a brown egg and a white egg, what kind of chicks would hatch?</br>Answer: Roosters don't lay eggs.</br>Difficulty: Easy"
343,Category: Chicken Riddles</br>Question: Why did the turkey cross the road?</br>Answer: To prove he wasn't chicken.</br>Difficulty: Hard
344,"Category: Chicken Riddles</br>Question: If a chicken says, ""All chickens are liars"". Is the chicken telling the truth?</br>Answer: Answer: Chickens cannot talk.</br>Difficulty: Medium"
345,"Category: Chicken Riddles</br>Question: If it takes 5 microwaves 5 minutes to cook 5 chickens, how long does it take 100 microwaves to cook 100 chickens?</br>Answer: 5 minutes. We can assume that one chicken is placed in each microwave and that each chicken takes 5 minutes to cook.</br>Difficulty: Hard"
346,"Category: Chicken Riddles</br>Question: Why do chickens lay eggs?</br>Answer: Because if they drop them, they will break.</br>Difficulty: Easy"
347,"Category: Chicken Riddles</br>Question: What's 3/7 chicken, 2/3 cat, and 2/4 goat?</br>Answer: Chicago. The first three words out of seven of chicken is CHI, the first two words out of 3 of cat is CA, and first two words out of</br>Difficulty: Easy"
348,Category: Chicken Riddles</br>Question: What did the scientist get when he crossed a chicken and a cow?</br>Answer: Roost beef.</br>Difficulty: Easy
349,Category: Chicken Riddles</br>Question: What do you get if you cross a hen with a guitar?</br>Answer: A chicken that plucks itself.</br>Difficulty: Medium
350,Category: Chicken Riddles</br>Question: What do you call a chicken with bad sunburn?</br>Answer: Fried Chicken.</br>Difficulty: Hard
351,"Category: Chicken Riddles</br>Question: Why did the chicken cross the road twice, and jump in the mud?</br>Answer: He was a dirty double-crosser.</br>Difficulty: Easy"
352,"Category: Chicken Riddles</br>Question: If a rooster laid 11 eggs and the farmer took 5 of them and another</br>Answer: 0, Roosters don't lay eggs.</br>Difficulty: Easy"
353,"Category: Chicken Riddles</br>Question: A mouse, a squirrel, a duck, a chicken, and an elephant are sitting on the side of the road. Someone offers them a lift, but one prefers to stay. Who preferred to stay?</br>Answer: The Elephant Stayed. If you didn't know, elephants are scared of mice.</br>Difficulty: Medium"
354,Category: Chicken Riddles</br>Question: Why did the sheriff arrest the chicken?</br>Answer: It used fowl language</br>Difficulty: Easy
355,Category: Chicken Riddles</br>Question: Why was the chicken forbidden from sending e-mails?</br>Answer: Because he kept using fowl language.</br>Difficulty: Medium
356,"Category: Chicken Riddles</br>Question: My call, I pray, at dawn of day, Shall rest you from your slumber, With job all done, my song all sung, I'll sit on the seat of lumber. What am I?</br>Answer: A Rooster.</br>Difficulty: Easy"
357,Category: Chicken Riddles</br>Question: How do chickens like to dance?</br>Answer: Chick to chick</br>Difficulty: Hard
358,Category: Chicken Riddles</br>Question: Under no circumstances compute the number of your barnyard fowl previous to their incubation. What is the proverb?</br>Answer: Do not count your chickens before they hatch.</br>Difficulty: Medium
359,Category: Chicken Riddles</br>Question: A Rooster laid an</br>Answer: It didn't. And since when do Roosters lay Eggs?</br>Difficulty: Medium
360,"Category: Chicken Riddles</br>Question: I have a house with no doors no windows, nothing. If I want to get out I break the wall. Who am I?</br>Answer: Chicken as if it wants to come out breaks the wall.</br>Difficulty: Medium"
361,"Category: Chicken Riddles</br>Question: If a rooster lays an egg on the ridge of a roof, which side will the egg fall on?</br>Answer: Roosters don¡¯t lay eggs. Hen¡¯s do.</br>Difficulty: Easy"
362,"Category: Chicken Riddles</br>Question: How did the chicken manage to pay for, 'A de Luxe' roost?</br>Answer: By Higher Perch-ase.</br>Difficulty: Medium"
363,Category: Chicken Riddles</br>Question: Why was the</br>Answer: It was a little chicken!</br>Difficulty: Easy
364,Category: Chicken Riddles</br>Question: What does a chicken say instead of good?</br>Answer: EGGcelent</br>Difficulty: Hard
365,"Category: Chicken Riddles</br>Question: He's a boastful, puffed-up fellow, wearing spurs; eyes gleaming yellow. As he proudly struts about, he's in charge, there is no doubt. What is he?</br>Answer: He is a Rooster.</br>Difficulty: Easy"
366,"Category: Chicken Riddles</br>Question: A fast-food restaurant sells chicken in orders of 6,9 and 20. What's the largest number of pieces of chicken you cannot order from the restaurant?</br>Answer: 43 is the last number that doesn't fall into these categories.</br>Difficulty: Medium"
367,"Category: Chicken Riddles</br>Question: Why does a chicken coop have two doors?</br>Answer: Because, if it had four it would be a sedan.</br>Difficulty: Easy"
368,Category: Chicken Riddles</br>Question: Why did the woolly mammoth cross the road?</br>Answer: Because there were no chickens in the ice age!</br>Difficulty: Hard
369,Category: Chicken Riddles</br>Question: Why don't chickens play baseball?</br>Answer: Because they hit fowl balls.</br>Difficulty: Hard
370,Category: Chicken Riddles</br>Question: Why did the chicken cross the playground?</br>Answer: To get to the other slide!</br>Difficulty: Medium
371,"Category: Chicken Riddles</br>Question: What is the time-piece, That needs no winding?</br>Answer: A rooster.</br>Difficulty: Easy"
372,Category: Chicken Riddles</br>Question: In what place did the rooster crow when all the world heard him?</br>Answer: In Noah's Ark.</br>Difficulty: Medium
373,Category: Classroom Riddles</br>Question: Why does the teacher wear sunglasses when she comes to the class?</br>Answer: Because the students are bright.</br>Difficulty: Easy
374,Category: Classroom Riddles</br>Question: When is homework not homework?</br>Answer: When it's done at school.</br>Difficulty: Hard
375,"Category: Classroom Riddles</br>Question: A teacher is yelling, she closes the door, the window, and a book. What did she forget to close?</br>Answer: Her mouth.</br>Difficulty: Hard"
376,Category: Classroom Riddles</br>Question: What do mathematics teachers like to eat?</br>Answer: Pi.</br>Difficulty: Easy
377,Category: Classroom Riddles</br>Question: Why did the boy eat his homework?</br>Answer: Because the teacher said it was a piece of cake.</br>Difficulty: Medium
378,"Category: Classroom Riddles</br>Question: What happened to the plant in the math classroom?</br>Answer: It grew square roots, of course.</br>Difficulty: Medium"
379,Category: Classroom Riddles</br>Question: What is the most useful instrument in a mathematics teacher's tool kit?</br>Answer: Multi-pilers!</br>Difficulty: Easy
380,Category: Classroom Riddles</br>Question: What do grape students do when they have a question?</br>Answer: Raisin their hand!</br>Difficulty: Easy
381,"Category: Classroom Riddles</br>Question: What's the difference between a Teacher and a Train?</br>Answer: The Teacher says ""Spit out your gum!"" And the train says ""Chew, Chew, Chew!""</br>Difficulty: Easy"
382,"Category: Classroom Riddles</br>Question: What are the science teacher's favorite states?</br>Answer: Solid, Liquid, Gas. The states of all matter.</br>Difficulty: Hard"
383,Category: Classroom Riddles</br>Question: 1. Where do fish go on vacation? 2. Where do songbirds go on vacation? 3. Where do zombies go on vacation? 4. Where do Thanksgiving Birds go on vacation? 5. Where do geometry teachers go on vacation? 6. Where do locksmiths go on vacation?</br>Answer: 1. Finland 2. The Canary Islands 3. The Dead Sea 4. Turkey 5. Cuba 6. The Florida Keys</br>Difficulty: Hard
384,"Category: Classroom Riddles</br>Question: A student was once given a simple task to accomplish. He was given 6 numbers: 1, 10, 20, 30, 40, and 80, and was told to sum them together to be equal to 100. At last, he was able to accomplish this task. How did he do it?</br>Answer: He read 10 and 80 backward to give him 01 and 08 respectively. So, 1 + 01 + 20 + 30 + 40 + 08 = 100.</br>Difficulty: Easy"
385,"Category: Classroom Riddles</br>Question: What word can be grammatically correct when used consecutively in the English language?</br>Answer: Had: ""James while John had had had had had had had had had had had a better effect on the teacher"" is an English sentence used to demonstrate lexical ambiguity and the necessity of punctuation, which serves as a substitute for the intonation, stress, and pauses found in speech.""-Wikipedia. Cool, Huh?</br>Difficulty: Hard"
386,"Category: Classroom Riddles</br>Question: In the olden days, the student of logic was given this problem: If half of 5 were 3, what would one-third of 10 be?</br>Answer: It would be 4.</br>Difficulty: Hard"
387,Category: Classroom Riddles</br>Question: Why was the student's homework in his father's handwriting?</br>Answer: Because the student borrowed his pen.</br>Difficulty: Easy
388,"Category: Dark Riddles</br>Question: A man rode out of town on Sunday, he stayed a whole night at a hotel and rode back to town the next day on Sunday. How is this possible?</br>Answer: His Horse was called Sunday!</br>Difficulty: Hard"
389,"Category: Dark Riddles</br>Question: It can't be seen, can't be felt, can't be heard, and can't be smelt. It lies behind stars and under hills, And empty holes it fills. It comes first and follows after, Ends life, and kills laughter. What is it?</br>Answer: The dark.</br>Difficulty: Hard"
390,"Category: Dark Riddles</br>Question: I always follow you around, everywhere you go at night. I look very bright to people, but I can make the sun dark. I can be in many different forms and shapes. What am I?</br>Answer: The moon!</br>Difficulty: Medium"
391,Category: Dark Riddles</br>Question: I run in and out of town all day and night. What am I?</br>Answer: A road.</br>Difficulty: Easy
392,"Category: Dark Riddles</br>Question: I was carried into a dark room, and set on fire. I wept, and then my head was cut off. What am I?</br>Answer: A Candle.</br>Difficulty: Medium"
393,Category: Dark Riddles</br>Question: What did Sir Lancelot wear to bed?</br>Answer: A knight gown!</br>Difficulty: Easy
394,"Category: Dark Riddles</br>Question: I am the beginning of sorrow and the end of sickness. You cannot express happiness without me, yet I am in the midst of crosses. I am always in risk, yet never in danger. You may find me in the sun, but I am never out of darkness. What am I?</br>Answer: The letter S.</br>Difficulty: Medium"
395,"Category: Dark Riddles</br>Question: A little pool with two layers of wall around it. One white and soft and the other dark and hard, amidst a light brown grassy lawn with an outline of green grass. What am I?</br>Answer: A Coconut.</br>Difficulty: Hard"
396,Category: Dark Riddles</br>Question: How do you know that a vampire loves baseball?</br>Answer: Because he turns into a bat every night.</br>Difficulty: Medium
397,Category: Dark Riddles</br>Question: What falls down but never breaks?</br>Answer: Nightfall.</br>Difficulty: Hard
398,Category: Dark Riddles</br>Question: What boy wizard magically grew a beard each night?</br>Answer: Hairy Potter.</br>Difficulty: Medium
399,Category: Dark Riddles</br>Question: Why couldn't Goldilocks sleep?</br>Answer: Because of nightbears.</br>Difficulty: Easy
400,"Category: Dark Riddles</br>Question: When I point up it's bright, but when I point down it's dark. What am I?</br>Answer: A Light Switch.</br>Difficulty: Hard"
401,"Category: Dark Riddles</br>Question: I'm like a doll, But I'm not for playing; I stand up straight, but if windy I may be laying; I'm well-known and famous for having no brain; I work outside both day and night in sunshine or in rain. What am I?</br>Answer: A Scarecrow.</br>Difficulty: Medium"
402,"Category: Dark Riddles</br>Question: Lovely and round, I shine with pale light, grown in the darkness, A lady's delight. What am I?</br>Answer: A Pearl.</br>Difficulty: Easy"
403,"Category: Dark Riddles</br>Question: They are dark and always on the run. Without the sun, there would be none. What are they?</br>Answer: Shadows.</br>Difficulty: Easy"
404,Category: Dark Riddles</br>Question: Why does a dragon sleep all day?</br>Answer: So it can hunt knights!</br>Difficulty: Medium
405,"Category: Dark Riddles</br>Question: What falls but doesn't break, and what breaks but doesn't fall?</br>Answer: Night and Day.</br>Difficulty: Easy"
406,"Category: Dark Riddles</br>Question: I follow you by day, by night I blend right in but no one sees me except when I'm in the light. What am I?</br>Answer: A shadow.</br>Difficulty: Easy"
407,"Category: Dark Riddles</br>Question: Every night, I'm told what to do. And every morning, I do what you tell me to do. But you still get mad at me and hit me. What am I?</br>Answer: An alarm clock.</br>Difficulty: Hard"
408,"Category: Dark Riddles</br>Question: I weaken all men for hours each day. I show you strange visions while you are away. I take you by night, by day take you back, None suffer to have me, but do from my lack. What am I?</br>Answer: Sleep.</br>Difficulty: Hard"
409,"Category: Dark Riddles</br>Question: My first four letters describe all living things. My last five letters are another word for knight. My job is to save you, and I'm a fan of water. Who am I?</br>Answer: I¡¯m a lifeguard</br>Difficulty: Easy"
410,Category: Dark Riddles</br>Question: A man rides into town on Friday. He stays two nights. How does he leave on Tuesday?</br>Answer: His horse was called Friday.</br>Difficulty: Hard
411,Category: Dark Riddles</br>Question: Who always stalks you during the day but becomes too tired to stalk you at night?</br>Answer: Your own shadow!</br>Difficulty: Easy
412,"Category: Dark Riddles</br>Question: People have stepped on me, but not many. I never stay full for long. I have a dark side. What am I?</br>Answer: The moon.</br>Difficulty: Hard"
413,Category: Dark Riddles</br>Question: What do ghosts like to do on a Saturday night?</br>Answer: BOOGIE.</br>Difficulty: Medium
414,"Category: Dark Riddles</br>Question: I can fly but have no wings. I can cry but I have no eyes. Wherever I go, darkness follows me. What am I?</br>Answer: Clouds.</br>Difficulty: Hard"
415,"Category: Dark Riddles</br>Question: The marathon man timed himself and found out that if he wore a bright white outfit he ran 20 miles in 80 minutes, but when he wore a dark outfit, he ran 20 miles in one hour and twenty minutes. What does this mean for his next race?</br>Answer: Absolutely nothing, as 80 minutes equals an hour and twenty minutes.</br>Difficulty: Easy"
416,"Category: Dark Riddles</br>Question: I sleep by day, I fly by night. I have no feathers to aid my flight. What am I?</br>Answer: I am a Bat.</br>Difficulty: Medium"
417,Category: Dark Riddles</br>Question: What's light during the day but heavy during the night?</br>Answer: Eyelids.</br>Difficulty: Hard
418,"Category: Dark Riddles</br>Question: You can have me almost every night, sometimes I could be bad sometimes I can be nice or good, Whether you were a child or an adult I'll be there. What am I?</br>Answer: Dreams between (Sweet dreams, Nightmare).</br>Difficulty: Hard"
419,"Category: Dark Riddles</br>Question: I have 16 legs then, I sleep for about a fortnight and a merge with 6 legs. What am I?</br>Answer: A Butterfly</br>Difficulty: Hard"
420,Category: Dark Riddles</br>Question: I am not a person nor an animal. I was born from the death of something large and hot. I am capable of consuming anything and everything. I am very dark and exist in a place where there is no gravity. What am I?</br>Answer: A black hole.</br>Difficulty: Easy
421,"Category: Dark Riddles</br>Question: At night they come without being fetched, And by day they are lost without being stolen. What are they?</br>Answer: The stars.</br>Difficulty: Easy"
422,"Category: Dark Riddles</br>Question: Duels of good and evil, A fighter of good am I, Revealed beside watched words, King of the black night sky. What am I?</br>Answer: The dark.</br>Difficulty: Easy"
423,"Category: Dark Riddles</br>Question: When I am metal or wood, I bring you home. When I am flesh and blood, in the darkness I roam. What am I?</br>Answer: A bat.</br>Difficulty: Easy"
424,"Category: Dark Riddles</br>Question: A nightmare for some. For others, a savior I come. My hand's cold and bleak. It's the warm hearts they seek. What am I?</br>Answer: Death.</br>Difficulty: Easy"
425,"Category: Dark Riddles</br>Question: I grow in the dark and shine in the light; The paler I am, the more I am liked; My maker never gets paid, but never goes on strike. What am I?</br>Answer: A pearl.</br>Difficulty: Medium"
426,"Category: Dark Riddles</br>Question: I have an eye in the middle of me, but as you see, I cannot see. I am dark and not far away. You don't see me every day. I am not night and I am not bright. I can have twists and water and scares. What am I?</br>Answer: A hurricane.</br>Difficulty: Medium"
427,"Category: Dark Riddles</br>Question: I'm far away from you, but I still shine bright. I sleep by day, I wake up at night. I stay by the moon but never get close to it. What am I?</br>Answer: A star.</br>Difficulty: Easy"
428,"Category: Dark Riddles</br>Question: I can't t hurt you, but I can leave you with scars. Nobody wants me, but everyone has me. But you are the only one who can see me. What am I?</br>Answer: Nightmares.</br>Difficulty: Medium"
429,"Category: Dark Riddles</br>Question: You see me at night, by day you tell everyone about me. I come back looking different than before. I sometimes leave you in the darkness. What am I?</br>Answer: A dream.</br>Difficulty: Hard"
430,"Category: Dark Riddles</br>Question: With three eyes and a black as night, I frequently knock down ten men with a single strike! What am I?</br>Answer: A Bowling ball.</br>Difficulty: Easy"
431,"Category: Dark Riddles</br>Question: I'm grown from darkness but shine with a pale light. Very round I am, and always a lady's delight. What am I?</br>Answer: A Pearl.</br>Difficulty: Medium"
432,"Category: Dark Riddles</br>Question: I take you by night, by day take you back. None suffer to have me but do from my lack. What am I?</br>Answer: Sleep</br>Difficulty: Medium"
433,"Category: Dark Riddles</br>Question: Dead on the field lie ten soldiers in white, felled by three eyes, black as night. What happened?</br>Answer: A strike was thrown in 10-pin bowling.</br>Difficulty: Hard"
434,"Category: Dark Riddles</br>Question: What loses its head in the morning, and gets it back at night?</br>Answer: A Pillow.</br>Difficulty: Hard"
435,"Category: Dark Riddles</br>Question: The king of the jungle, rare as gold, black as night, in light not there and night not seen. Goes in water, goes on trees, goes in caves, goes on the ground. Claws of knives, teeth of swords, the roar of death but silent as a mouse. What is it?</br>Answer: A black panther (black jaguar)</br>Difficulty: Medium"
436,"Category: Dark Riddles</br>Question: I am nothing, I am everything. I am perfect dark, I am the brightest light. I am hungry, I am full. I am nowhere, I am everywhere. I am unseen, I am watched by millions. What am I?</br>Answer: The universe.</br>Difficulty: Easy"
437,Category: Dark Riddles</br>Question: I'm blue at day and black at night; I do contain some creatures born and died. What am I?</br>Answer: Seawater.</br>Difficulty: Easy
438,"Category: Dark Riddles</br>Question: I'm the first thing you see in the morning and the last thing you see at night, I'm always there but you choose to ignore me, cross your eyes and you will see me. What am I?</br>Answer: Your nose.</br>Difficulty: Easy"
439,"Category: Dark Riddles</br>Question: Dark with white markings, And smooth like a rock. Where learning occurs, I help convey thought. What am I?</br>Answer: Blackboard/chalkboard.</br>Difficulty: Hard"
440,"Category: Dark Riddles</br>Question: I welcome the day with a show of light, I stealthily came here in the night. I bathe the earthy stuff at dawn, But by noon, alas! I'm gone. What am I?</br>Answer: The morning dew!</br>Difficulty: Medium"
441,"Category: Dark Riddles</br>Question: What brightens your day when it's dark, although it's usually in the shade?</br>Answer: A lamp.</br>Difficulty: Medium"
442,Category: Dark Riddles</br>Question: I'm as plain to see as black & white. I prefer to roam about at night. Just don't attack or startle me. Or odiferous emissions may result you see. I'm an omnivore yes it's true. But what's my name tell me do?</br>Answer: I am a skunk!</br>Difficulty: Easy
443,"Category: Dark Riddles</br>Question: You use me every day but let me rest at night. I have an identical twin beside me all the time. For some reason, you always cover me up. I am not alive but I have a soul. What am I?</br>Answer: Your Feet.</br>Difficulty: Easy"
444,"Category: Dark Riddles</br>Question: I watch you sleep, I haunt you by day. You stare at me and saw nothing, but darkness. What am I?</br>Answer: Fear.</br>Difficulty: Medium"
445,"Category: Dark Riddles</br>Question: Sometimes I am black, sometimes I am white sometimes you can see me at night. I have friends that are with me that are much smaller. Some of you have walked on me but not all. What am I?</br>Answer: The Moon.</br>Difficulty: Medium"
446,Category: Dark Riddles</br>Question: I usually wear a yellow coat. I usually have a dark head. I make marks wherever I go. What am I?</br>Answer: A pencil.</br>Difficulty: Hard
